micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G06-S-MAPSCALE-02-T1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,變形進階,求圖上距離、實際距離或比例尺；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-MAPSCALE-02-X1,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,跨單元整合,求圖上距離、實際距離或比例尺；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-PI-01-C1,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,概念辨識,理解圓周長÷直徑約為固定值；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-PI-01-P1,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,標準程序,理解圓周長÷直徑約為固定值；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-PI-01-R1,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,逆向求未知,理解圓周長÷直徑約為固定值；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-PI-01-A1,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,情境應用,理解圓周長÷直徑約為固定值；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-PI-01-V1,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,表徵轉換,理解圓周長÷直徑約為固定值；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-C1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,概念辨識,運用直徑×圓周率或2×半徑×圓周率；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-P1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,標準程序,運用直徑×圓周率或2×半徑×圓周率；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-R1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,逆向求未知,運用直徑×圓周率或2×半徑×圓周率；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-A1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,情境應用,運用直徑×圓周率或2×半徑×圓周率；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-V1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,表徵轉換,運用直徑×圓周率或2×半徑×圓周率；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-T1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,變形進階,運用直徑×圓周率或2×半徑×圓周率；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-CIRC-01-X1,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,跨單元整合,運用直徑×圓周率或2×半徑×圓周率；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-ARC-01-C1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,概念辨識,以圓心角占360°比例求弧長；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-ARC-01-P1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,標準程序,以圓心角占360°比例求弧長；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-ARC-01-R1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,逆向求未知,以圓心角占360°比例求弧長；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-ARC-01-A1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,情境應用,以圓心角占360°比例求弧長；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-ARC-01-V1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,表徵轉換,以圓心角占360°比例求弧長；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-ARC-01-T1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,變形進階,以圓心角占360°比例求弧長；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-ARC-01-X1,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,跨單元整合,以圓心角占360°比例求弧長；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-C1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,概念辨識,以分割重組理解半徑×半徑×圓周率；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-P1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,標準程序,以分割重組理解半徑×半徑×圓周率；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-R1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,逆向求未知,以分割重組理解半徑×半徑×圓周率；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-A1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,情境應用,以分割重組理解半徑×半徑×圓周率；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-V1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,表徵轉換,以分割重組理解半徑×半徑×圓周率；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-T1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,變形進階,以分割重組理解半徑×半徑×圓周率；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-CIRCLEAREA-01-X1,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,跨單元整合,以分割重組理解半徑×半徑×圓周率；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-C1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,概念辨識,依圓心角比例求扇形面積；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-P1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,標準程序,依圓心角比例求扇形面積；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-R1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,逆向求未知,依圓心角比例求扇形面積；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-A1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,情境應用,依圓心角比例求扇形面積；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-V1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,表徵轉換,依圓心角比例求扇形面積；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-T1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,變形進階,依圓心角比例求扇形面積；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-SECTORAREA-01-X1,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,跨單元整合,依圓心角比例求扇形面積；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-C1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,概念辨識,以切割、補形與扣除處理複合面積；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-P1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,標準程序,以切割、補形與扣除處理複合面積；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-R1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,逆向求未知,以切割、補形與扣除處理複合面積；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-A1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,情境應用,以切割、補形與扣除處理複合面積；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-V1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,表徵轉換,以切割、補形與扣除處理複合面積；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-T1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,變形進階,以切割、補形與扣除處理複合面積；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-COMPOSITE-AREA-01-X1,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,跨單元整合,以切割、補形與扣除處理複合面積；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-C1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,概念辨識,理解柱體體積=底面積×高；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-P1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,標準程序,理解柱體體積=底面積×高；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-R1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,逆向求未知,理解柱體體積=底面積×高；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-A1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,情境應用,理解柱體體積=底面積×高；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-V1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,表徵轉換,理解柱體體積=底面積×高；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-T1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,變形進階,理解柱體體積=底面積×高；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-01-X1,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,跨單元整合,理解柱體體積=底面積×高；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-C1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,概念辨識,拆解或補形成簡單柱體後求體積；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-P1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,標準程序,拆解或補形成簡單柱體後求體積；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-R1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,逆向求未知,拆解或補形成簡單柱體後求體積；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-A1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,情境應用,拆解或補形成簡單柱體後求體積；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-V1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,表徵轉換,拆解或補形成簡單柱體後求體積；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-T1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,變形進階,拆解或補形成簡單柱體後求體積；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-PRISM-VOL-02-X1,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,跨單元整合,拆解或補形成簡單柱體後求體積；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-C1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,概念辨識,計算底面與側面總面積並處理展開圖；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-P1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,標準程序,計算底面與側面總面積並處理展開圖；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-R1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,逆向求未知,計算底面與側面總面積並處理展開圖；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-A1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,情境應用,計算底面與側面總面積並處理展開圖；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-V1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,表徵轉換,計算底面與側面總面積並處理展開圖；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-T1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,變形進階,計算底面與側面總面積並處理展開圖；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-S-PRISM-SURF-01-X1,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,跨單元整合,計算底面與側面總面積並處理展開圖；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-D-PIE-01-C1,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,概念辨識,由百分率/圓心角讀取部分與全體；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-D-PIE-01-P1,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,標準程序,由百分率/圓心角讀取部分與全體；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-D-PIE-01-R1,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,逆向求未知,由百分率/圓心角讀取部分與全體；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-D-PIE-01-A1,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,情境應用,由百分率/圓心角讀取部分與全體；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-D-PIE-01-V1,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,表徵轉換,由百分率/圓心角讀取部分與全體；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-D-PIE-02-C1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,概念辨識,將資料轉百分率/角度並製圖；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-D-PIE-02-P1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,標準程序,將資料轉百分率/角度並製圖；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-D-PIE-02-R1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,逆向求未知,將資料轉百分率/角度並製圖；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-D-PIE-02-A1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,情境應用,將資料轉百分率/角度並製圖；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-D-PIE-02-V1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,表徵轉換,將資料轉百分率/角度並製圖；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-D-PIE-02-T1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,變形進階,將資料轉百分率/角度並製圖；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-D-PIE-02-X1,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,跨單元整合,將資料轉百分率/角度並製圖；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-D-PIE-03-C1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,概念辨識,依資料特性選折線圖、圓形圖等並做推論；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-D-PIE-03-P1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,標準程序,依資料特性選折線圖、圓形圖等並做推論；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-D-PIE-03-R1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,逆向求未知,依資料特性選折線圖、圓形圖等並做推論；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-D-PIE-03-A1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,情境應用,依資料特性選折線圖、圓形圖等並做推論；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-D-PIE-03-V1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,表徵轉換,依資料特性選折線圖、圓形圖等並做推論；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-D-PIE-03-T1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,變形進階,依資料特性選折線圖、圓形圖等並做推論；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-D-PIE-03-X1,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,跨單元整合,依資料特性選折線圖、圓形圖等並做推論；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-D-PROB-01-C1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,概念辨識,由資料或等可能情境判斷較可能/不可能；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-D-PROB-01-P1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,標準程序,由資料或等可能情境判斷較可能/不可能；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-D-PROB-01-R1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,逆向求未知,由資料或等可能情境判斷較可能/不可能；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-D-PROB-01-A1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,情境應用,由資料或等可能情境判斷較可能/不可能；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-D-PROB-01-V1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,表徵轉換,由資料或等可能情境判斷較可能/不可能；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-D-PROB-01-T1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,變形進階,由資料或等可能情境判斷較可能/不可能；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-D-PROB-01-X1,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,跨單元整合,由資料或等可能情境判斷較可能/不可能；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
